chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V3,Управление сессиями,V3.3,Завершение сессии,V3.3.1,"Убедитесь, что при выходе из системы и по истечению срока действия сессионный токен становится недействительным, таким образом, чтобы кнопка «Назад» или нижестоящая проверяющая сторона не возобновляли аутентифицированную сессию, в том числе между проверяющими сторонами. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,613,7.1
V3,Управление сессиями,V3.3,Завершение сессии,V3.3.2,"Если механизмы аутентификации позволяют пользователям оставаться в системе, убедитесь, что как при активном использовании, так и после периода простоя, периодически проводится повторная аутентификация. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",30 дней,"12 часов или 30 минут бездействия, МФА как опция","12 часов или 15 минут бездействия, МФА обязательна",613,7.2
V3,Управление сессиями,V3.3,Завершение сессии,V3.3.3,"Убедитесь, что после успешного изменения пароля (в т.ч. после его сброса/восстановления) приложение дает возможность завершить все активные сессии, и что это действие распространяется на приложения при федеративном входе в систему (при его наличии) и на проверяющие стороны.",,✓,✓,613,
V3,Управление сессиями,V3.3,Завершение сессии,V3.3.4,"Убедитесь, что пользователи могут видеть все свои активные на данный момент сессии и устройства и (после повторного ввода учетных данных) выходить из любой из них или из всех сразу.",,✓,✓,613,7.1
V3,Управление сессиями,V3.4,Cookie,V3.4.1,"Убедитесь, что для сессионных токенов на основе файлов cookie установлен атрибут Secure. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,614,7.1.1
V3,Управление сессиями,V3.4,Cookie,V3.4.2,"Убедитесь, что для сессионных токенов на основе cookie установлен атрибут HttpOnly. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,1004,7.1.1
V3,Управление сессиями,V3.4,Cookie,V3.4.3,"Убедитесь, что сессионные токены на основе cookie используют атрибут SameSite, установленный в значение Lax или Strict, чтобы ограничить подверженность атакам по подмене межсайтовых запросов (CSRF). ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,16,7.1.1
V3,Управление сессиями,V3.4,Cookie,V3.4.4,"Убедитесь, что токены сессии на основе cookie используют префикс ""__Host-"". Таким образом, cookie отправляются только на тот хост, который изначально его установил, т.е. нельзя установить несколько cookie с одинаковым именем из другого поддомена или с другим значением домена или с другим значением пути.",✓,✓,✓,16,7.1.1
V3,Управление сессиями,V3.4,Cookie,V3.4.5,"Убедитесь, что если приложение публикуется под одним доменным именем с другими приложениями, которые также устанавливают или используют свои сессионные cookie, и могут раскрывать их, то задайте атрибут Path, используя максимально точный путь. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,16,7.1.1
V3,Управление сессиями,V3.5,Токены,V3.5.1,"Убедитесь, что приложение позволяет пользователям отзывать Oauth-токены, которые формируют отношения доверия со связанными приложениями.",,✓,✓,290,7.1.2
V3,Управление сессиями,V3.5,Токены,V3.5.2,"Убедитесь, что приложение использует сессионные токены, а не статические секреты и API-ключи, за исключением устаревших реализаций.",,✓,✓,798,
V3,Управление сессиями,V3.5,Токены,V3.5.3,"Убедитесь, что сессионные токены без сохранения состояния используют электронную подпись, шифрование и другие контрмеры для защиты от атак подделки, обертывания, воспроизведения, нулевого шифрования и подмены ключей.",,✓,✓,345,
V3,Управление сессиями,V3.6,Федеративная повторная аутентификация,V3.6.1,"Убедитесь, что на проверяющей стороне (RP) определено предельно допустимое время аутентификации для поставщика учетных данных (CSP), и что CSP должны требовать повторной аутентификации пользователя, в случае бездействия в течение этого периода.",,,✓,613,7.2.1
V3,Управление сессиями,V3.6,Федеративная повторная аутентификация,V3.6.2,"Убедитесь, что поставщик учетных данных (CSP) информирует проверяющую сторону (RP) о последнем событии аутентификации, чтобы RP могла определить, нужно ли ей повторно аутентифицировать пользователя.",,,✓,613,7.2.1
V3,Управление сессиями,V3.7,Меры защиты от уязвимостей сессии,V3.7.1,"Убедитесь, что приложение обеспечивает полный, действительный сеанс входа в систему или требует повторной аутентификации или проверки второго фактора, прежде чем разрешать какие-либо конфиденциальные транзакции или изменения учетной записи.",✓,✓,✓,306,
V4,Контроль доступа,V4.1,Базовые принципы,V4.1.1,"Убедитесь, что приложение применяет правила контроля доступа на уровне доверенного сервиса, особенно если контроль доступа реализован на стороне клиента и может быть обойдён.",✓,✓,✓,602,
V4,Контроль доступа,V4.1,Базовые принципы,V4.1.2,"Убедитесь, что конечные пользователи без специального на то разрешения не могут манипулировать атрибутами пользователей и данных, а также информацией о применяемой политике контроля доступа.",✓,✓,✓,639,
V4,Контроль доступа,V4.1,Базовые принципы,V4.1.3,"Убедитесь, что применяется принцип наименьших привилегий, т.е. пользователи имеют доступ только к тем функциям, данным, URL-адресам, контроллерам, сервисам и прочим ресурсам, для которых им явно определены права. Это подразумевает защиту от спуфинга (подмены) и повышения привилегий. ([C7](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,285,
V4,Контроль доступа,V4.1,Базовые принципы,V4.1.4,"[УДАЛЕНО, ДУБЛИРУЕТ 4.1.3]",,,,,
V4,Контроль доступа,V4.1,Базовые принципы,V4.1.5,"Убедитесь, что механизмы управления доступом даже при сбоях ведут себя безопасным образом, в том числе при возникновении исключений. ([C10](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,285,
V4,Контроль доступа,V4.2,Этап эксплуатации,V4.2.1,"Убедитесь, что конфиденциальные данные и API защищены от атак с небезопасной прямой ссылкой на объект (IDOR), направленных на создание, чтение, обновление и удаление данных, например, регистрацию или изменение чужой учётной записи, просмотр или удаление всех учетных записей.",✓,✓,✓,639,
V4,Контроль доступа,V4.2,Этап эксплуатации,V4.2.2,"Убедитесь, что приложение или платформа применяют надежный механизм защиты от CSRF-атак для неаутентифицированной зоны, а после аутентификации — защиту от автоматизированных атак и от CSRF.",✓,✓,✓,352,
V4,Контроль доступа,V4.3,Прочие соображения,V4.3.1,"Убедитесь, что в интерфейсе администратора для предотвращения его несанкционированного использования используется многофакторная аутентификация.",✓,✓,✓,419,
V4,Контроль доступа,V4.3,Прочие соображения,V4.3.2,"Убедитесь, что везде, где это не предусмотрено специально, отключен просмотр каталогов. Кроме того, приложения не должны разрешать обнаружение или раскрытие метаданных файлов или каталогов, таких как Thumbs.db, .DS_Store, .git или .svn.",✓,✓,✓,548,
V4,Контроль доступа,V4.3,Прочие соображения,V4.3.3,"Убедитесь, что для обеспечения контроля над мошенничеством с учетом рисков и исторического опыта, в приложении применяются дополнительные меры контроля доступа (например, двухшаговая или адаптивная аутентификация) для менее значимых систем и/или разделение полномочий для более критичных приложений.",,✓,✓,732,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.1,Контроль входных данных,V5.1.1,"Убедитесь, что в приложении применяются механизмы защиты от атак «загрязнения» параметров HTTP, особенно если платформа приложения не различает источник параметров запроса (GET, POST, файлы cookie, http-заголовки или переменные среды).",✓,✓,✓,235,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.1,Контроль входных данных,V5.1.2,"Убедитесь, что фреймворки защищают от атак с массовым присвоением параметров, или что приложение обеспечивает меры защиты от небезопасного назначения параметров, например, помечая поля как private и т.п. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,915,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.1,Контроль входных данных,V5.1.3,"Убедитесь, что все входные данные проходят форматно-логический контроль по «белому» списку разрешенных типов данных, значений атрибутов, параметров, заголовков, запросов, методов и т.п., включая поля HTML-формы, REST-запросы, параметры URL, HTTP-заголовки, атрибуты cookie, пакетные файлы, RSS-каналы и т.д. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,20,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.1,Контроль входных данных,V5.1.4,"Убедитесь, что структурированные данные строго типизированы и проверяются по заданной схеме, в которой указаны разрешенные символы, максимальная длина и шаблон данных (например, номера банковских карт, телефонов, адреса email. Проверяется, что связанные поля соответствуют друг другу, например, городу однозначно соответствует его почтовый индекс). ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,20,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.1,Контроль входных данных,V5.1.5,"Убедитесь, что перенаправление URL разрешено только по адресам из списка разрешенных. При перенаправлении на потенциально недоверенный адрес отображается предупреждение.",✓,✓,✓,601,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.1,"Убедитесь, что весь недоверенный HTML-код, из визуальных редакторов (WYSIWYG), должным образом нейтрализуется с помощью библиотеки санитизации или функционала HTML-фреймворка. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,116,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.2,"Убедитесь, что неструктурированные данные нейтрализуются с применением таких мер, как разрешенные символы и длина строки.",✓,✓,✓,138,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.3,"Убедитесь, что приложение нейтрализует пользовательский ввод перед передачей в почтовые системы для защиты от SMTP- или IMAP-инъекций.",✓,✓,✓,147,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.4,"Убедитесь, что приложение избегает использования eval() или других функций динамического исполнения кода. Там, где нет альтернатив, пользовательский ввод должен нейтрализовываться или помещаться в песочницу перед исполнением.",✓,✓,✓,95,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.5,"Убедитесь, что приложение защищено от атак с внедрением шаблонов, гарантируя, что весь пользовательский ввод нейтрализуется или исполняется в изолированной среде.",✓,✓,✓,94,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.6,"Убедитесь, что приложение защищено от SSRF-атак, проверяя или нейтрализуя недоверенные данные или метаданные HTTP-запросов, такие как имена файлов, поля для ввода URL-адресов, а также применяет списки разрешенных протоколов, доменов, путей и портов.",✓,✓,✓,918,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.7,"Убедитесь, что приложение нейтрализует, отключает или изолирует предоставляемый пользователем контент для сценариев масштабируемой векторной графики (SVG), особенно если они относятся к XSS, полученным из встроенных в код сценариев или foreignObject.",✓,✓,✓,159,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.2,Нейтрализация и изоляция,V5.2.8,"Убедитесь, что приложение нейтрализует, отключает или помещает в песочницу предоставляемый пользователем контент на языках сценариев или шаблонов разметки, таких как Markdown, таблицы стилей CSS или XSL, BBCode и т.п.",✓,✓,✓,94,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.1,"Убедитесь, что кодировка выходных данных подходит для интерпретатора и контекста. Т.е. для значений и атрибутов HTML, JavaScript, параметров в URL, HTTP-заголовков, SMTP и др. кодировка определяется в зависимости от контекста, особенно при недоверенных входных данных, например, имен на Unicode или с апострофами, таких как ねこ или О'Хара). ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,116,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.2,"Убедитесь, что кодировка выходных данных отображает выбранный пользователем набор символов и языковой стандарт, таким образом чтобы любой символ Unicode был допустимым и безопасно обрабатывался. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,176,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.3,"Убедитесь, что контекстно-зависимое экранирование выходных данных защищает от XSS-атак (отражённых, сохраненных, основанных на DOM). Предпочтительно автоматизированное, или хотя бы ручное. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,79,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.4,"Убедитесь, что запросы к базам данных (SQL, HQL, ORM, NoSQL и пр.) параметризованы посредством ORM, Entity Framework, или иным образом защищены от атак инъекции в базу данных. ([C3](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,89,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.5,"Убедитесь, что для защиты от SQL-инъекций там, где параметризованные или более безопасные механизмы отсутствуют, при выводе данных используется контекстно-зависимое кодирование, например, экранирование SQL. ([C3, C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,89,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.6,"Убедитесь, что приложение защищено от JSON-инъекции, атак JSON eval и интерпретации кода на JavaScript. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,830,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.7,"Убедитесь, что приложение защищено от LDAP-инъекций или что были реализованы меры безопасности для предотвращения LDAP-инъекций. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,90,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.8,"Убедитесь, что приложение защищено от инъекций команд операционной системы, и что для вызова команд (и передачи в них аргументов) используются параметризованные запросы к ОС или контекстное кодирование при выводе командной строки. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,78,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.9,"Убедитесь, что приложение защищено от атак с локальным включением файлов (LFI) или удаленным включением файлов (RFI).",✓,✓,✓,829,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.3,Кодирование выходных данных и предотвращение инъекций,V5.3.10,"Убедитесь, что приложение защищено от атак с использованием XPath- или XML-инъекций. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,643,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.4,"Память, строки и неуправляемый код",V5.4.1,"Убедитесь, что для обнаружения или предотвращения ситуаций переполнения стека, буфера или кучи приложение учитывает размер доступной области памяти при строковых операциях, копировании в память, в арифметике указателей и т.п..",,✓,✓,120,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.4,"Память, строки и неуправляемый код",V5.4.2,"Убедитесь, что строка форматирования не содержит потенциально вредоносных входных данных и является неизменяемой.",,✓,✓,134,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.4,"Память, строки и неуправляемый код",V5.4.3,"Убедитесь, что для предотвращения целочисленного переполнения применяется контроль знака, диапазона и типа допустимых входных данных.",,✓,✓,190,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.5,Предотвращение десериализации,V5.5.1,"Убедитесь, что для предотвращения создания вредоносных объектов или подмены данных используется контроль целостности и/или шифрование. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,502,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.5,Предотвращение десериализации,V5.5.2,"Убедитесь, что приложение правильно ограничивает XML-парсер наиболее строгой конфигурацией, которая гарантирует, что небезопасные XML-функции, такие как разрешение внешних объектов, отключены для предотвращения атак XML eXternal Entity (XXE).",✓,✓,✓,611,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.5,Предотвращение десериализации,V5.5.3,"Убедитесь, что десериализация недоверенных данных исключена или изолирована как в пользовательском коде, так и в сторонних библиотеках (например, в парсерах JSON, XML, YAML и пр.).",✓,✓,✓,502,
V5,"Форматно-логический контроль, нейтрализация и кодировка",V5.5,Предотвращение десериализации,V5.5.4,"Убедитесь, что при разборе JSON в браузерах или в серверной части на основе JavaScript для документа JSON используется JSON.parse. Не используйте eval() для разбора JSON.",✓,✓,✓,95,
V6,Хранимая криптография,V6.1,Категории информации,V6.1.1,"Убедитесь, что в зашифрованном виде хранятся регулируемые законом персональные данные, или данные, которые могут подпадать под действие ФЗ-152, GDPR и т.п.",,✓,✓,311,
V6,Хранимая криптография,V6.1,Категории информации,V6.1.2,"Убедитесь, что в зашифрованном виде хранятся регулируемые законом данные о здоровье, например медицинские карты, результаты анализов, диагностические данные с медицинского оборудования или необезличенные результаты клинических исследований.",,✓,✓,311,
V6,Хранимая криптография,V6.1,Категории информации,V6.1.3,"Убедитесь, что в зашифрованном виде хранится регулируемая законом финансовая информация, например, данные о банковских картах и счетах, о банкротстве, кредитная история, налоговые декларации, история платежей, выгодоприобретатели или необезличенные данные исследований рынка.",,✓,✓,311,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.1,"Убедитесь, что криптографические модули при сбоях ведут себя безопасно, а ошибки обрабатываются таким образом, чтобы не допустить атаки Padding Oracle.",✓,✓,✓,310,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.2,"Убедитесь, что используются утвержденные государственные или отраслевые стандарты на криптографические алгоритмы, режимы и библиотеки, а не криптография собственной / заказной разработки. ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,327,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.3,"Убедитесь, что вектор инициализации, конфигурация шифра и блочные режимы настроены безопасно, используя актуальные рекомендации.",,✓,✓,326,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.4,"Убедитесь, что для защиты от криптографических атак в любой момент можно перенастроить, обновить или изменить параметры алгоритмов (генерации случайных чисел, шифрования, хэширования), а также длины ключей, раунды, шифры или режимы. ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,326,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.5,"Убедитесь, что не используются небезопасные блочные режимы (например, ECB и т.д.), режимы дополнения (например, PKCS#1 v1.5 и т.д.), шифры с небольшими размерами блоков (например, 3DES, Blowfish и т.д.) и нестойкие алгоритмы хеширования (например, MD5, SHA1 и т. д.), если это не требуется для обратной совместимости.",,✓,✓,326,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.6,"Убедитесь, что значения nonce, векторов инициализации и других случайных одноразовых строк не должны использоваться более одного раза с данным ключом шифрования. Метод их генерации должен соответствовать используемому алгоритму.",,✓,✓,326,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.7,"Убедитесь, что зашифрованные данные аутентифицированы с помощью подписей, аутентифицированных режимов шифрования или HMAC, чтобы гарантировать, что зашифрованный текст не будет изменен неуполномоченной на то стороной.",,,✓,326,
V6,Хранимая криптография,V6.2,Алгоритмы,V6.2.8,"Убедитесь, что все криптографические операции выполняются за постоянное время, без операций «короткого замыкания» при сравнении, вычислениях или возврате, чтобы избежать утечки информации по побочным каналам.",,,✓,385,
V6,Хранимая криптография,V6.3,Случайные значения,V6.3.1,"Убедитесь, что все случайные числа, случайные имена файлов, случайные идентификаторы GUID и случайные строки генерируются с помощью утвержденного криптографического генератора случайных чисел в криптографическом модуле.",,✓,✓,338,
V6,Хранимая криптография,V6.3,Случайные значения,V6.3.2,"Убедитесь, что случайные идентификаторы GUID создаются с использованием алгоритма GUIDv4 и криптографического генератора псевдослучайных чисел (CSPRNG). GUID, созданные с помощью других генераторов псевдослучайных чисел, могут быть предсказуемыми.",,✓,✓,338,
V6,Хранимая криптография,V6.3,Случайные значения,V6.3.3,"Убедитесь, что случайные числа создаются с надлежащей энтропией, даже когда приложение находится под большой нагрузкой, и что при сбоях оно ведет себя безопасно.",,,✓,338,
V6,Хранимая криптография,V6.4,Управление секретами,V6.4.1,"Убедитесь, что для безопасного создания, хранения, контроля доступа и уничтожения секретов используется решение для управления секретами, например, сейф — хранилище ключей (key vault). ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,798,
V6,Хранимая криптография,V6.4,Управление секретами,V6.4.2,"Убедитесь, что ключевой материал не доступен приложению, и для криптографических операций применяется изолированный модуль безопасности, например, сейф (vault). ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,320,
V7,Обработка ошибок и ведение журнала,V7.1,Содержимое журнала,V7.1.1,"Убедитесь, что приложение не записывает в журнал учетные или платежные данные. Сессионные токены могут записываться в журнал только в необратимой хэшированной форме. ([C9, C10](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,532,
V7,Обработка ошибок и ведение журнала,V7.1,Содержимое журнала,V7.1.2,"Убедитесь, что приложение не записывает в журнал другие конфиденциальные данные в соответствии с применимыми законами (ПДн, банковская, налоговая, коммерческая, врачебная и иные виды тайн) или действующей политике безопасности. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,532,
V7,Обработка ошибок и ведение журнала,V7.1,Содержимое журнала,V7.1.3,"Убедитесь, что приложение регистрирует в журнале события, относящиеся к безопасности, включая успешную и неудачную аутентификацию, события нарушения контроля доступа, десериализации и форматно-логического контроля входных данных. ([C5, C7](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,778,
V7,Обработка ошибок и ведение журнала,V7.1,Содержимое журнала,V7.1.4,"Убедитесь, что каждое событие журнала включает необходимую и достаточную информацию, которая позволит провести его подробное исследование с учетом хронологических связей. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,778,
V7,Обработка ошибок и ведение журнала,V7.2,Обработка журнала,V7.2.1,"Убедитесь, что все решения по аутентификации регистрируются в журнале, без сохранения сессионных токенов, паролей и т.п., включая запросы с соответствующими метаданными, необходимыми для расследований событий безопасности.",,✓,✓,778,
V7,Обработка ошибок и ведение журнала,V7.2,Обработка журнала,V7.2.2,"Убедитесь, что все решения по контролю доступа МОГУТ, а все неудачные попытки ДОЛЖНЫ быть занесены в журнал, включая запросы с соответствующими метаданными, необходимыми для расследований событий безопасности.",,✓,✓,285,
V7,Обработка ошибок и ведение журнала,V7.3,Защита журнала,V7.3.1,"Убедитесь, что все компоненты записывают события в журнал в нормализованной форме, указывая правильную кодировку, и используя экранирование символов, чтобы предотвратить инъекцию в журнал. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,117,
V7,Обработка ошибок и ведение журнала,V7.3,Защита журнала,V7.3.2,"[УДАЛЕНО, ДУБЛИРУЕТ 7.3.1]",,,,,
V7,Обработка ошибок и ведение журнала,V7.3,Защита журнала,V7.3.3,"Убедитесь, что журналы событий безопасности защищены от несанкционированного доступа и изменения. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,200,
V7,Обработка ошибок и ведение журнала,V7.3,Защита журнала,V7.3.4,"Убедитесь, что системное время синхронизируется с утвержденными источниками времени и в правильном часовом поясе. Для географически распределенных систем настоятельно рекомендуется вести журнал в формате UTC, чтобы облегчить криминалистический анализ после инцидента. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,,
V7,Обработка ошибок и ведение журнала,V7.4,Обработка ошибок,V7.4.1,"Убедитесь, что при возникновении непредвиденной ошибки или ошибки, связанной с безопасностью, отображается универсальное сообщение с уникальным идентификатором, который персонал службы сопровождения может использовать для расследования. ([C10](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,210,
V7,Обработка ошибок и ведение журнала,V7.4,Обработка ошибок,V7.4.2,"Убедитесь, что для учета ожидаемых и непредвиденных ошибок в кодовой базе используется обработка исключений (или ее функциональный эквивалент). ([C10](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,544,
V7,Обработка ошибок и ведение журнала,V7.4,Обработка ошибок,V7.4.3,"Убедитесь, что определен обработчик ошибок «последней инстанции», который будет перехватывать все необработанные исключения. ([C10](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,431,
V8,Защита информации,V8.1,Базовые меры,V8.1.1,"Убедитесь, что приложение защищает конфиденциальные данные от кэширования в серверных компонентах, таких как балансировщики нагрузки и кэши приложений.",,✓,✓,524,
V8,Защита информации,V8.1,Базовые меры,V8.1.2,"Убедитесь, что все кэшированные или временные копии конфиденциальных данных, хранящиеся на сервере, защищены от несанкционированного доступа или очищены/аннулированы после того, как авторизованный пользователь получит доступ к конфиденциальным данным.",,✓,✓,524,
V8,Защита информации,V8.1,Базовые меры,V8.1.3,"Убедитесь, что приложение минимизирует количество параметров в запросе, таких как скрытые поля, переменные AJAX, файлы cookie и значения заголовков.",,✓,✓,233,
V8,Защита информации,V8.1,Базовые меры,V8.1.4,"Убедитесь, что приложение может обнаруживать и предупреждать об аномальном количестве запросов, например, по данному IP-адресу или пользователю, по общему количеству запросов в час или в день или по другому признаку в контексте приложения.",,✓,✓,770,
V8,Защита информации,V8.1,Базовые меры,V8.1.5,"Убедитесь, что регулярно создаются резервные копии всех значимых данных и проводится тестирование по восстановлению этих данных.",,,✓,19,
V8,Защита информации,V8.1,Базовые меры,V8.1.6,"Убедитесь, что резервные копии хранятся в безопасном месте, чтобы предотвратить кражу или повреждение данных.",,,✓,19,
V8,Защита информации,V8.2,Защита данных на стороне клиента,V8.2.1,"Убедитесь, что приложение устанавливает соответствующие заголовки для предотвращения кэширования, чтобы конфиденциальные данные не кэшировались в современных браузерах.",✓,✓,✓,525,
V8,Защита информации,V8.2,Защита данных на стороне клиента,V8.2.2,"Убедитесь, что данные, хранящиеся в хранилище браузера (например, localStorage, sessionStorage, IndexedDB или файлы cookie), не содержат конфиденциальной информации.",✓,✓,✓,922,
V8,Защита информации,V8.2,Защита данных на стороне клиента,V8.2.3,"Убедитесь, что данные, полученные после аутентификации клиента, удаляются из хранилища, например из DOM браузера, после завершения работы клиента или сессии.",✓,✓,✓,922,
V8,Защита информации,V8.3,Персональные данные,V8.3.1,"Убедитесь, что в параметрах строки HTTP-запроса не содержится конфиденциальных данных. Вместо этого они отправляются на сервер в теле или заголовках HTTP-сообщения.",✓,✓,✓,319,
V8,Защита информации,V8.3,Персональные данные,V8.3.2,"Убедитесь, что у пользователей есть способ удалить или экспортировать свои данные по запросу.",✓,✓,✓,212,
V8,Защита информации,V8.3,Персональные данные,V8.3.3,"Убедитесь, что пользователям предоставлены четкие формулировки в отношении сбора и использования их персональных данных, и что они дали добровольное согласие на обработку этих данных, прежде чем эти данные будут каким-либо образом использованы.",✓,✓,✓,285,
V8,Защита информации,V8.3,Персональные данные,V8.3.4,"Убедитесь, что определены все конфиденциальные данные, создающиеся и обрабатываемые приложением, и что на эти данные распространяется действие политики обращения с конфиденциальными данными. ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,200,
V8,Защита информации,V8.3,Персональные данные,V8.3.5,"Убедитесь, что доступ к конфиденциальным данным подвергается аудиту (без регистрации в журнале самих этих данных), если данные собираются в соответствии с соответствующими законами о защите данных или если вести журнал доступа требуется по стандарту организации (отрасли).",,✓,✓,532,
V8,Защита информации,V8.3,Персональные данные,V8.3.6,"Убедитесь, что для предотвращения атак с дампом памяти, конфиденциальная информация, содержащаяся в памяти, после того как она больше не нужна, перезаписывается (нулями или случайными данными).",,✓,✓,226,
V8,Защита информации,V8.3,Персональные данные,V8.3.7,"Убедитесь, что конфиденциальная информация, которую необходимо зашифровать, зашифрована с использованием утвержденных алгоритмов, обеспечивающих как конфиденциальность, так и целостность. ([C8](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,327,
V8,Защита информации,V8.3,Персональные данные,V8.3.8,"Убедитесь, что конфиденциальная информация подлежит классификации по сроку хранения, чтобы ненужные или устаревшие данные удалялись автоматически, по расписанию или по мере необходимости.",,✓,✓,285,
