chapter_id,chapter_name,section_id,section_name,req_id,req_description,L
V4,API ve Web Servisi,V4.1,Genel Web Servisi Güvenliği,V4.1.5,"Çok hassas istekler veya birçok sistemden geçen işlemler için, taşıma katmanı güvenliğinin üzerine ek bir güvence sağlamak amacıyla, her iletiye özel dijital imzaların kullanıldığı doğrulanmalıdır.",3
V4,API ve Web Servisi,V4.2,HTTP İleti Yapısı Doğrulama,V4.2.1,"Tüm uygulama bileşenlerinin (yük dengeleyiciler, güvenlik duvarları ve uygulama sunucuları dahil) HTTP sürümüne uygun mekanizmaları kullanarak gelen HTTP iletilerinin sınırlarını belirlediği ve bu sayede HTTP istek kaçakçılığına karşı koruma sağlandığı doğrulanmalıdır. HTTP/1.x sürümünde Transfer-Encoding başlık alanı varsa, RFC 2616'ya göre Content-Length başlığı göz ardı edilmelidir. HTTP/2 veya HTTP/3 kullanıldığında, Content-Length başlığı varsa, alıcının bu değerin DATA çerçevelerinin uzunluğuyla tutarlı olduğunu doğrulaması gerekir.",2
V4,API ve Web Servisi,V4.2,HTTP İleti Yapısı Doğrulama,V4.2.2,"HTTP iletileri üretilirken, Content-Length başlığının, HTTP protokolünün çerçeveleme yöntemine göre belirlenen içerik uzunluğu ile çelişmediği doğrulanmalıdır. Bu, istek kaçakçılığı saldırılarını önlemek için gereklidir.",3
V4,API ve Web Servisi,V4.2,HTTP İleti Yapısı Doğrulama,V4.2.3,"Uygulamanın, yanıt bölme ve header enjeksiyonu saldırılarını önlemek amacıyla, bağlantıya özel başlık alanları (örneğin Transfer-Encoding) içeren HTTP/2 veya HTTP/3 iletilerini göndermediği ve kabul etmediği doğrulanmalıdır.",3
V4,API ve Web Servisi,V4.2,HTTP İleti Yapısı Doğrulama,V4.2.4,"Uygulamanın yalnızca başlık alanları ve değerleri CR (\r), LF (\n) veya CRLF (\r\n) karakter dizileri içermeyen HTTP/2 ve HTTP/3 isteklerini kabul ettiği doğrulanmalıdır. Bu, başlık enjeksiyonu saldırılarını önlemek içindir.",3
V4,API ve Web Servisi,V4.2,HTTP İleti Yapısı Doğrulama,V4.2.5,"Uygulama (backend veya frontend) istek oluşturuyor ve gönderiyorsa, URI'ler (örneğin API çağrıları için) veya HTTP istek başlıkları (örneğin Authorization veya Cookie) gibi bileşenlerin, alıcı sistemler tarafından kabul edilemeyecek kadar uzun olmamasını sağlamak amacıyla doğrulama, temizleme veya diğer mekanizmaları kullandığı doğrulanmalıdır. Bu tür çok uzun istekler (örneğin çok uzun bir Cookie başlığı) gönderildiğinde sunucunun sürekli hata durumu döndürmesiyle hizmet reddi oluşabilir.",3
V4,API ve Web Servisi,V4.3,GraphQL,V4.3.1,"Maliyetli ve iç içe geçmiş sorgular sonucu oluşabilecek GraphQL veya veri katmanı ifadelerine yönelik Hizmet Reddi (DoS) saldırılarını önlemek için, sorgu izin listesi (allowlist), derinlik sınırlandırması, sorgu sayısı sınırlandırması veya sorgu maliyeti analizi kullanıldığı doğrulanmalıdır.",2
V4,API ve Web Servisi,V4.3,GraphQL,V4.3.2,"GraphQL introspection (iç yapı sorgulama) sorgularının, GraphQL API'nin üçüncü taraflar tarafından kullanılmasına yönelik olmadığı sürece, üretim ortamında devre dışı bırakıldığı doğrulanmalıdır.",2
V4,API ve Web Servisi,V4.4,WebSocket,V4.4.1,Tüm WebSocket bağlantılarında TLS üzerinden WebSocket (WSS) kullanıldığı doğrulanmalıdır.,1
V4,API ve Web Servisi,V4.4,WebSocket,V4.4.2,"WebSocket'in başlangıçtaki HTTP el sıkışması (handshake) sırasında, Origin başlık alanının uygulama için izin verilen origin listesiyle karşılaştırılarak kontrol edildiği doğrulanmalıdır.",2
V4,API ve Web Servisi,V4.4,WebSocket,V4.4.3,"Uygulamanın standart oturum yönetimi kullanılamıyorsa, bunun yerine ilgili Oturum Yönetimi güvenlik gereksinimlerine uygun özel token'ların kullanıldığı doğrulanmalıdır.",2
V4,API ve Web Servisi,V4.4,WebSocket,V4.4.4,"HTTPS oturumu WebSocket kanalına geçerken, özel WebSocket oturum yönetim token’larının önceki şekilde kimliği doğrulanmış HTTPS oturumu aracılığıyla elde edildiği veya doğrulandığı doğrulanmalıdır.",2
V5,Dosya İşleme,V5.1,Dosya İşleme Dokümantasyonu,V5.1.1,"Dokümantasyonun, her yükleme özelliği için izin verilen dosya türlerini, beklenen dosya uzantılarını ve maksimum boyutu (açılmış hali dahil) tanımladığı doğrulanmalıdır. Ayrıca, dosyaların son kullanıcılar için nasıl güvenli hâle getirileceği (örneğin kötü amaçlı bir dosya tespit edildiğinde uygulamanın nasıl davranacağı) gibi bilgilerin de belgede yer aldığı doğrulanmalıdır.",2
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.1,"Uygulamanın, yalnızca performans kaybına veya hizmet reddine yol açmayacak boyuttaki dosyaları kabul ettiği doğrulanmalıdır.",1
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.2,"Uygulama bir dosyayı, doğrudan veya bir arşiv (ör. zip dosyası) içinde kabul ettiğinde, dosya uzantısının beklenen uzantıyla eşleşip eşleşmediğini kontrol ettiği ve içeriğin uzantı tarafından temsil edilen türle uyumlu olduğunu doğruladığı kontrol edilmelidir. Bu; ilk 'magic byte' kontrolü, görüntü yeniden yazımı ve dosya içeriği doğrulama için özel kütüphanelerin kullanımı gibi yöntemleri içerir. Seviye 1 için bu, yalnızca iş veya güvenlik kararlarında kullanılan dosyalarla sınırlı olabilir. Seviye 2 ve üzeri için tüm dosyalar bu kontrole tabi olmalıdır.",1
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.3,"Sıkıştırılmış dosyaların (ör. zip, gz, docx, odt) açılmadan önce, izin verilen maksimum açılmış boyuta ve maksimum dosya sayısına göre kontrol edildiği doğrulanmalıdır.",2
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.4,Her kullanıcı için dosya boyutu kotası ve maksimum dosya sayısının uygulandığı doğrulanmalıdır. Böylece tek bir kullanıcının çok sayıda veya aşırı büyük dosya yükleyerek depolama alanını doldurması engellenir.,3
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.5,"Uygulamanın, içinde sembolik bağlantılar (symlink) bulunan sıkıştırılmış dosyaların yüklenmesine yalnızca bu durum özel olarak gerekli olduğunda izin verdiği doğrulanmalıdır. Bu durumda, sembolik bağlantı verilebilecek dosyaların bir izinli listesi uygulanmalıdır.",3
V5,Dosya İşleme,V5.2,Dosya Yükleme ve İçerik,V5.2.6,"Uygulamanın, piksel boyutu izin verilen maksimum değeri aşan görüntü dosyalarının yüklenmesini reddettiği doğrulanmalıdır. Bu, pixel flood saldırılarını önlemek için gereklidir.",3
V5,Dosya İşleme,V5.3,Dosya Depolama,V5.3.1,"Güvenilmeyen girdilerle yüklenen veya oluşturulan ve herkese açık klasörlerde depolanan dosyaların, bir HTTP isteğiyle doğrudan erişildiğinde sunucu taraflı program kodu olarak çalıştırılmadığı doğrulanmalıdır.",1
V5,Dosya İşleme,V5.3,Dosya Depolama,V5.3.2,"Uygulamanın, dosya işlemleri için dosya yollarını oluştururken kullanıcı tarafından gönderilen dosya adlarını değil, dahili olarak oluşturulan veya güvenilir verileri kullandığı; eğer kullanıcı tarafından gönderilen dosya adları veya meta veriler kullanılacaksa, sıkı doğrulama ve temizleme işlemlerinin uygulandığı doğrulanmalıdır. Bu, yol geçişi (path traversal), yerel veya uzak dosya dahil etme (LFI, RFI) ve sunucu tarafı istek sahteciliği (SSRF) saldırılarına karşı koruma sağlar.",1
V5,Dosya İşleme,V5.3,Dosya Depolama,V5.3.3,"Sunucu tarafında gerçekleşen dosya işlemlerinin (örneğin dosya açma/decompress işlemi), kullanıcı tarafından sağlanan yol bilgilerini yok saydığı ve zip slip gibi güvenlik açıklarını önlediği doğrulanmalıdır.",3
V5,Dosya İşleme,V5.4,Dosya İndirme,V5.4.1,"Uygulamanın, kullanıcı tarafından gönderilen dosya adlarını (ör. JSON, JSONP veya URL parametresinde) doğruladığı veya göz ardı ettiği ve yanıtın Content-Disposition başlık alanında bir dosya adı belirttiği doğrulanmalıdır.",2
V5,Dosya İşleme,V5.4,Dosya İndirme,V5.4.2,"Sunulan dosya adlarının (örneğin HTTP yanıt header'larında veya e-posta eklerinde), belge yapısını korumak ve enjeksiyon saldırılarını önlemek için kodlandığı veya temizlendiği (ör. RFC 6266’ya uygun) doğrulanmalıdır.",2
V5,Dosya İşleme,V5.4,Dosya İndirme,V5.4.3,"Güvenilmeyen kaynaklardan elde edilen dosyaların, bilinen kötü amaçlı içeriklerin sunulmasını önlemek amacıyla antivirüs tarayıcılarıyla tarandığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.1,Kimlik Doğrulama Dokümantasyonu,V6.1.1,"Kimlik bilgisi doldurma (credential stuffing) ve parola kaba kuvvet saldırılarına karşı oran sınırlama (rate limiting), otomasyon karşıtı önlemler ve uyarlanabilir yanıt gibi kontrollerin nasıl kullanıldığını açıklayan bir uygulama dokümantasyonu bulunduğu doğrulanmalıdır. Dokümantasyon, bu kontrollerin nasıl yapılandırıldığını ve kötü niyetli hesap kilitlemenin nasıl önlendiğini açıkça ortaya koymalıdır.",1
V6,Kimlik Doğrulama,V6.1,Kimlik Doğrulama Dokümantasyonu,V6.1.2,"Parolalarda kullanılmasını önlemek amacıyla, bağlama özgü sözcüklerin (örneğin kurum adlarının permütasyonları, ürün adları, sistem tanımlayıcıları, proje kod adları, departman veya rol adları vb.) bulunduğu belgelenmiş bir liste mevcut olduğu doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.1,Kimlik Doğrulama Dokümantasyonu,V6.1.3,"Uygulama birden fazla kimlik doğrulama yolu içeriyorsa, bunların tümünün belgelenmiş olduğu ve her yol için tutarlı şekilde uygulanması gereken güvenlik kontrolleri ile kimlik doğrulama gücünün tanımlandığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.1,"Kullanıcı tarafından belirlenen parolaların en az 8 karakter uzunluğunda olması sağlanmalı, ancak 15 karakter ve üzeri uzunlukta parolalar olmaları şiddetle tavsiye edilir.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.2,Kullanıcıların parolalarını değiştirebilmeleri sağlanmalıdır.,1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.3,Parola değiştirme işlevinin hem mevcut hem de yeni parolayı gerektirdiği doğrulanmalıdır.,1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.4,"Kayıt veya parola değişimi sırasında girilen parolaların, uygulamanın parola politikasına (örneğin minimum uzunluk) uyan ilk 3000 yaygın parolaya karşı kontrol edildiği doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.5,"Her tür karakterin kullanılmasına izin verildiği ve büyük/küçük harf, sayı veya özel karakter şartlarının zorunlu tutulmadığı doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.6,"Parola giriş alanlarının, girdiyi maskelemek için ""type=password"" kullandığı doğrulanmalıdır. Uygulamalar, kullanıcının tüm maskelenmiş parolayı ya da son girilen karakteri geçici olarak görüntülemesine izin verebilir.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.7,"""Yapıştır"" özelliğinin, tarayıcı parola yardımcılarının ve harici parola yöneticilerinin kullanımına izin verildiği doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.8,"Uygulamanın, kullanıcıdan aldığı parolayı herhangi bir şekilde değiştirmeden, örneğin kesmeden veya harf büyüklüğünü değiştirmeden, tam olarak doğruladığı teyit edilmelidir.",1
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.9,En az 64 karakter uzunluğundaki parolalara izin verildiği doğrulanmalıdır.,2
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.10,"Kullanıcının parolasının, yalnızca ele geçirildiği tespit edildiğinde veya kullanıcı tarafından yenilendiğinde geçerliliğini yitirdiği doğrulanmalıdır. Uygulama, belirli aralıklarla parola yenilenmesini zorunlu kılmamalıdır.",2
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.11,"Tahmin edilmesi kolay parolaların oluşturulmasını önlemek amacıyla, bağlama özgü kelimelerin yer aldığı belgelenmiş listenin parola doğrulamada kullanıldığı teyit edilmelidir.",2
V6,Kimlik Doğrulama,V6.2,Parola Güvenliği,V6.2.12,"Kayıt veya parola değişikliği sırasında girilen parolaların, ele geçirilmiş parolalar listesine karşı kontrol edildiği doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.1,"Kimlik bilgisi doldurma (credential stuffing) ve parola kaba kuvvet saldırıları gibi saldırıları önlemeye yönelik kontrollerin, uygulamanın güvenlik dokümantasyonuna göre uygulandığı doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.2,"""root"", ""admin"" veya ""sa"" gibi varsayılan kullanıcı hesaplarının uygulamada yer almadığı veya devre dışı bırakıldığı doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.3,"Uygulamaya erişim için ya çok faktörlü bir kimlik doğrulama mekanizması ya da tek faktörlü mekanizmaların kombinasyonu kullanılmalıdır. Seviye 3 için, bu faktörlerden biri, oltalama saldırılarına karşı direnç sağlayan ve kimlik doğrulama niyetini bir kullanıcı etkileşimi (örneğin FIDO donanım anahtarında bir düğmeye basma veya mobil telefonda bir onay) gerektirerek doğrulayan donanım tabanlı bir kimlik doğrulayıcı olmalıdır. Bu gereksinimdeki herhangi bir esneklik için, gerekçesi belgelenmiş ve riskleri azaltıcı kapsamlı kontroller içeren bir plan gereklidir.",2
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.4,"Uygulama birden fazla kimlik doğrulama yolu içeriyorsa, belgelendirilmemiş bir yol bulunmadığı ve tüm yollar için güvenlik kontrolleri ile kimlik doğrulama gücünün tutarlı şekilde uygulandığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.5,"Başarılı veya başarısız şüpheli kimlik doğrulama girişimlerinin kullanıcıya bildirildiği doğrulanmalıdır. Bu, olağandışı bir konum veya istemciden gelen girişimler, yalnızca bir faktörle yapılan kısmen başarılı doğrulamalar, uzun süreli inaktiflik sonrası yapılan girişimler veya birçok başarısız denemeden sonraki başarılı girişimler gibi durumları içerebilir.",3
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.6,"E-postanın, tek faktörlü ya da çok faktörlü kimlik doğrulama mekanizması olarak kullanılmadığı doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.7,"Kimlik doğrulama detaylarında yapılan güncellemeler sonrasında (örneğin kimlik bilgisi sıfırlama, kullanıcı adı veya e-posta adresi değişiklikleri), kullanıcıların bilgilendirildiği doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.3,Genel Kimlik Doğrulama Güvenliği,V6.3.8,"Başarısız kimlik doğrulama girişimlerinden, geçerli kullanıcıların hata mesajları, HTTP yanıt kodları veya farklı yanıt süreleri gibi sonuçlara dayanarak tespit edilemediği doğrulanmalıdır. Bu koruma, kayıt ve ""parolamı unuttum"" işlevselliğinde de geçerli olmalıdır.",3
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.1,"Sistem tarafından oluşturulan ilk parolaların veya etkinleştirme kodlarının güvenli bir şekilde rastgele üretildiği, mevcut parola politikasına uygun olduğu, kısa bir süre içinde veya ilk kullanım sonrasında geçerliliğini yitirdiği doğrulanmalıdır. Bu başlangıç sırları uzun vadeli parola olarak kullanılmasına izin verilmemelidir.",1
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.2,"Parola ipuçlarının veya ""gizli sorular"" olarak bilinen, bilgiye dayalı kimlik doğrulama mekanizmalarının mevcut olmadığı doğrulanmalıdır.",1
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.3,"Unutulmuş parolanın sıfırlanması için, etkin olan çok faktörlü kimlik doğrulama mekanizmalarını atlamayan güvenli bir sürecin uygulandığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.4,"Çok faktörlü kimlik doğrulama faktörlerinden biri kaybolursa, kayıt sırasında uygulanan kimlik kanıtlama seviyesiyle aynı seviyede kimlik doğrulama yapıldığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.5,"Süresi dolacak kimlik doğrulama mekanizmalarının yenilenmesine ilişkin talimatların, süresi dolmadan önce tamamlanacak şekilde yeterli sürede gönderildiği ve gerekiyorsa otomatik hatırlatıcıların yapılandırıldığı doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.4,Kimlik Doğrulama Faktörünün Yaşam Döngüsü ve Kurtarma,V6.4.6,"Yönetici yetkisi olan kullanıcıların, kullanıcının parola sıfırlama sürecini başlatabildiği ancak kullanıcının yeni parolasını belirleyemediği veya değiştiremediği doğrulanmalıdır. Bu, yönetici yetkisi olan kullanıcıların, kullanıcı parolasını bilmesini engeller.",3
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.1,"Arama sırları, bant dışı kimlik doğrulama istekleri veya kodları ve zamana dayalı tek kullanımlık parolaların (TOTP) yalnızca bir kez kullanılabildiği doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.2,"Uygulamanın backend tarafında saklanırken, 112 bitten az entropiye sahip (örneğin 19 rastgele harf-rakam karakteri veya 34 rastgele rakam) arama sırlarının, 32-bit rastgele bir salt içeren onaylı bir parola saklama algoritmasıyla hash’lendiği doğrulanmalıdır. Gizli bilginin entropisi 112 bit veya daha fazlaysa standart bir hash fonksiyonu kullanılabilir.",2
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.3,"Arama sırları, bant dışı kimlik doğrulama kodları ve zamana dayalı tek kullanımlık parola seed'lerinin, öngörülebilir değerlerden kaçınmak için Kriptografik Olarak Güvenli Sözde Rastgele Sayı Üreteci (CSPRNG) ile oluşturulduğu doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.4,Arama sırlarının ve bant dışı kimlik doğrulama kodlarının en az 20 bit entropiye (genellikle 4 rastgele harf-rakam karakteri veya 6 rastgele rakam) sahip olduğu doğrulanmalıdır.,2
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.5,"Bant dışı kimlik doğrulama isteklerinin, kodlarının veya token'larının ve zamana dayalı tek kullanımlık parolaların (TOTP) belirli bir ömre sahip olduğu doğrulanmalıdır. Bant dışı istekler en fazla 10 dakika, TOTP’ler ise en fazla 30 saniye geçerli olmalıdır.",2
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.6,Herhangi bir kimlik doğrulama faktörünün (fiziksel cihazlar dahil) çalınması veya kaybı durumunda iptal edilebildiği doğrulanmalıdır.,3
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.7,"Biyometrik kimlik doğrulama mekanizmalarının yalnızca ikincil faktör olarak, “sahip olduğunuz bir şey” veya “bildiğiniz bir şey” ile birlikte kullanıldığı doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.5,Çok Faktörlü Kimlik Doğrulama İçin Genel Gereksinimler,V6.5.8,"Zamana dayalı tek kullanımlık parolaların (TOTP) doğrulamasının, güvenilir bir hizmetten alınan zaman kaynağına dayanarak yapıldığı ve güvenilir olmayan veya istemci tarafından sağlanan zaman kaynağına dayanmadığı doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.6,Bant Dışı Kimlik Doğrulama Mekanizmaları,V6.6.1,"Tek kullanımlık parolaların (OTP) telefon veya SMS ile Public Switched Telephone Network (PSTN) üzerinden iletildiği kimlik doğrulama mekanizmalarının, yalnızca telefon numarası önceden doğrulanmışsa, alternatif daha güçlü yöntemler (örneğin TOTP) de sunuluyorsa ve kullanıcıya güvenlik riskleri hakkında bilgi veriliyorsa sunulduğu doğrulanmalıdır. Seviye 3 uygulamalar için telefon ve SMS seçenekleri sunulmamalıdır.",2
V6,Kimlik Doğrulama,V6.6,Bant Dışı Kimlik Doğrulama Mekanizmaları,V6.6.2,"Bant dışı kimlik doğrulama isteklerinin, kodlarının veya token'larının, oluşturuldukları özgün kimlik doğrulama isteğiyle bağlantılı olduğu ve daha önceki ya da sonraki bir istek için kullanılamadığı doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.6,Bant Dışı Kimlik Doğrulama Mekanizmaları,V6.6.3,"Kod tabanlı bant dışı kimlik doğrulama mekanizmalarının, oran sınırlaması ile kaba kuvvet saldırılarına karşı korunduğu doğrulanmalıdır. En az 64 bit entropiye sahip kodlar kullanılması da değerlendirilmelidir.",2
V6,Kimlik Doğrulama,V6.6,Bant Dışı Kimlik Doğrulama Mekanizmaları,V6.6.4,"Çok faktörlü kimlik doğrulama için push bildirimleri kullanılıyorsa, push bombing saldırılarına karşı oran sınırlamasının kullanıldığı doğrulanmalıdır. “Numara eşleştirme” de bu riski azaltabilir.",3
V6,Kimlik Doğrulama,V6.7,Kriptografik Kimlik Doğrulama Mekanizması,V6.7.1,"Kriptografik kimlik doğrulama beyanlarını doğrulamak için kullanılan sertifikaların, değiştirilmeye karşı korumalı şekilde saklandığı doğrulanmalıdır.",3
V6,Kimlik Doğrulama,V6.7,Kriptografik Kimlik Doğrulama Mekanizması,V6.7.2,Challenge nonce değerinin en az 64 bit uzunluğunda olduğu ve istatistiksel olarak benzersiz ya da cihazın ömrü boyunca benzersiz olduğu doğrulanmalıdır.,3
V6,Kimlik Doğrulama,V6.8,Kimlik Sağlayıcısı ile Kimlik Doğrulama,V6.8.1,"Uygulama birden fazla kimlik sağlayıcıyı (IdP) destekliyorsa, başka bir desteklenen kimlik sağlayıcı aracılığıyla (örneğin aynı kullanıcı tanımlayıcısını kullanarak) kullanıcının kimliğinin taklit edilemediği doğrulanmalıdır. Standart önlem, uygulamanın kullanıcıyı IdP kimliği (bir ad alanı işlevi görür) ve IdP içindeki kullanıcı kimliğinin birleşimiyle kaydetmesi ve tanımlamasıdır.",2
V6,Kimlik Doğrulama,V6.8,Kimlik Sağlayıcısı ile Kimlik Doğrulama,V6.8.2,Kimlik doğrulama beyanları üzerindeki dijital imzaların (örneğin JWT veya SAML beyanları) varlığı ve bütünlüğünün her zaman doğrulandığı ve imzasız veya geçersiz imzalı beyanların reddedildiği doğrulanmalıdır.,2
V6,Kimlik Doğrulama,V6.8,Kimlik Sağlayıcısı ile Kimlik Doğrulama,V6.8.3,"SAML beyanlarının benzersiz biçimde işlendiği ve yalnızca geçerlilik süresi içinde bir kez kullanıldığı, tekrar oynatma (replay) saldırılarını önlemek amacıyla doğrulanmalıdır.",2
V6,Kimlik Doğrulama,V6.8,Kimlik Sağlayıcısı ile Kimlik Doğrulama,V6.8.4,"Uygulama ayrı bir Kimlik Sağlayıcı (IdP) kullanıyorsa ve belirli işlemler için belirli kimlik doğrulama gücü, yöntemleri veya zaman bilgisi bekliyorsa, uygulamanın bu bilgileri IdP tarafından döndürülen veriler üzerinden doğruladığı teyit edilmelidir. Örneğin OIDC kullanılıyorsa, bu durum ID Token üzerindeki 'acr', 'amr' ve 'auth_time' gibi claim’lerin (varsa) doğrulanması ile sağlanabilir. Eğer IdP bu bilgileri sağlamıyorsa, uygulamanın asgari kimlik doğrulama gücünün kullanıldığını varsayan (örneğin yalnızca kullanıcı adı ve parola ile tek faktörlü doğrulama) belgelenmiş bir yedek yaklaşımı olmalıdır.",2
V7,Oturum Yönetimi,V7.1,Oturum Yönetim Dokümantasyonu,V7.1.1,"Kullanıcının oturum inaktivite zaman aşımı süresi ve mutlak maksimum oturum süresinin belgelendiği, diğer kontrollerle birlikte uygun olduğu ve NIST SP 800-63B yeniden kimlik doğrulama gereksinimlerinden herhangi bir sapma varsa gerekçesinin belgede yer aldığı doğrulanmalıdır.",2
V7,Oturum Yönetimi,V7.1,Oturum Yönetim Dokümantasyonu,V7.1.2,"Belgede bir hesap için kaç adet eşzamanlı (paralel) oturuma izin verildiği ile birlikte, maksimum aktif oturum sayısına ulaşıldığında uygulanacak davranış ve işlemlerin tanımlandığı doğrulanmalıdır.",2
V7,Oturum Yönetimi,V7.1,Oturum Yönetim Dokümantasyonu,V7.1.3,"Birleşik kimlik yönetim ekosisteminin bir parçası olarak kullanıcı oturumu oluşturan ve yöneten tüm sistemlerin, oturum ömrü, sonlandırma ve yeniden kimlik doğrulama gerektiren diğer koşulların nasıl koordine edildiğini açıklayan kontrollerle birlikte belgede yer aldığı doğrulanmalıdır.",2
V7,Oturum Yönetimi,V7.2,Temel Oturum Yönetimi Güvenliği,V7.2.1,Uygulamanın tüm oturum token'ı doğrulama işlemlerini güvenilir bir backend servisi aracılığıyla gerçekleştirdiği doğrulanmalıdır.,1
V7,Oturum Yönetimi,V7.2,Temel Oturum Yönetimi Güvenliği,V7.2.2,"Uygulamanın, statik API gizli anahtarları veya sabit değerler yerine, oturum yönetimi için dinamik olarak oluşturulan kendi kendine yeterli veya referans token'ları kullandığı doğrulanmalıdır.",1
V7,Oturum Yönetimi,V7.2,Temel Oturum Yönetimi Güvenliği,V7.2.3,"Uygulama kullanıcı oturumlarını temsil etmek için referans token'ları kullanıyorsa, bu token'ların benzersiz olduğu, kriptografik olarak güvenli bir sözde rastgele sayı üreteci (CSPRNG) kullanılarak üretildiği ve en az 128 bit entropiye sahip olduğu doğrulanmalıdır.",1
V7,Oturum Yönetimi,V7.2,Temel Oturum Yönetimi Güvenliği,V7.2.4,"Uygulamanın, kullanıcı kimlik doğrulaması (yeniden kimlik doğrulama dahil) sırasında yeni bir oturum token'ı oluşturduğu ve mevcut oturum token'ını sonlandırdığı doğrulanmalıdır.",1
V7,Oturum Yönetimi,V7.3,Oturum Zaman Aşımı,V7.3.1,Risk analizi ve belgelenmiş güvenlik kararlarına göre yeniden kimlik doğrulamanın zorunlu kılınmasını sağlayacak şekilde bir hareketsizlik zaman aşımı bulunduğu doğrulanmalıdır.,2
V7,Oturum Yönetimi,V7.3,Oturum Zaman Aşımı,V7.3.2,Risk analizi ve belgelenmiş güvenlik kararlarına göre yeniden kimlik doğrulamanın zorunlu kılınmasını sağlayacak şekilde mutlak bir maksimum oturum süresi bulunduğu doğrulanmalıdır.,2
